agent_scaffold,arm,difficulty,end_wall_time,final_success,final_success_source,finish_seconds,finish_step,has_real_wallclock,ledger_event_count,ledger_path,model_name,notes,run_id,source,start_wall_time,task_family,task_id,termination_reason,timeout
general-purpose,B,medium,2026-05-05T16:31:27.533479+00:00,True,verifier_exit,25.913472,4,True,5,/Users/grantwilkins/houdini/coding-estimator/runs/tb_live_v2/progress_drop_05_two_function_integration__armB__97712b0e/ledger.jsonl,claude-sonnet-4-6,,progress_drop_05_two_function_integration__armB__97712b0e,tb_live_v2,2026-05-05T16:31:01.620007+00:00,progress_drop,progress_drop_05_two_function_integration,verifier_pass,False
general-purpose,C,medium,2026-05-05T16:31:55.278325+00:00,True,verifier_exit,57.016713,9,True,7,/Users/grantwilkins/houdini/coding-estimator/runs/tb_live_v2/progress_drop_05_two_function_integration__armC__e4179be8/ledger.jsonl,claude-haiku-4-5,,progress_drop_05_two_function_integration__armC__e4179be8,tb_live_v2,2026-05-05T16:30:58.261612+00:00,progress_drop,progress_drop_05_two_function_integration,verifier_pass,False
general-purpose,A,medium,2026-05-05T08:10:34+00:00,True,verifier_exit,42.0,6,True,5,/Users/grantwilkins/houdini/coding-estimator/runs/tb_live_v2/stuck_blocked_01_missing_dep_loop__armA__1934c642/ledger.jsonl,claude-opus-4-7,,stuck_blocked_01_missing_dep_loop__armA__1934c642,tb_live_v2,2026-05-05T08:09:52+00:00,stuck_blocked,stuck_blocked_01_missing_dep_loop,verifier_pass,False
general-purpose,A,medium,2026-05-05T16:48:51+00:00,True,verifier_exit,48.0,7,True,5,/Users/grantwilkins/houdini/coding-estimator/runs/tb_live_v2/stuck_blocked_01_missing_dep_loop__armA__94e2a40f/ledger.jsonl,claude-opus-4-7,,stuck_blocked_01_missing_dep_loop__armA__94e2a40f,tb_live_v2,2026-05-05T16:48:03+00:00,stuck_blocked,stuck_blocked_01_missing_dep_loop,verifier_pass,False
general-purpose,B,medium,2026-05-05T16:49:27.359063+00:00,True,verifier_exit,85.526041,10,True,7,/Users/grantwilkins/houdini/coding-estimator/runs/tb_live_v2/stuck_blocked_01_missing_dep_loop__armB__22d3af19/ledger.jsonl,claude-sonnet-4-6,,stuck_blocked_01_missing_dep_loop__armB__22d3af19,tb_live_v2,2026-05-05T16:48:01.833022+00:00,stuck_blocked,stuck_blocked_01_missing_dep_loop,verifier_pass,False
general-purpose,B,medium,2026-05-05T08:11:12.729153+00:00,True,verifier_exit,71.007003,7,True,11,/Users/grantwilkins/houdini/coding-estimator/runs/tb_live_v2/stuck_blocked_01_missing_dep_loop__armB__a0441ef5/ledger.jsonl,claude-sonnet-4-6,,stuck_blocked_01_missing_dep_loop__armB__a0441ef5,tb_live_v2,2026-05-05T08:10:01.722150+00:00,stuck_blocked,stuck_blocked_01_missing_dep_loop,verifier_pass,False
general-purpose,C,medium,2026-05-05T08:11:03.674009+00:00,True,verifier_exit,65.623724,13,True,11,/Users/grantwilkins/houdini/coding-estimator/runs/tb_live_v2/stuck_blocked_01_missing_dep_loop__armC__1317d385/ledger.jsonl,claude-haiku-4-5,,stuck_blocked_01_missing_dep_loop__armC__1317d385,tb_live_v2,2026-05-05T08:09:58.050285+00:00,stuck_blocked,stuck_blocked_01_missing_dep_loop,verifier_pass,False
general-purpose,C,medium,2026-05-05T16:48:52.659776+00:00,True,verifier_exit,47.345074,12,True,7,/Users/grantwilkins/houdini/coding-estimator/runs/tb_live_v2/stuck_blocked_01_missing_dep_loop__armC__3898b400/ledger.jsonl,claude-haiku-4-5,,stuck_blocked_01_missing_dep_loop__armC__3898b400,tb_live_v2,2026-05-05T16:48:05.314702+00:00,stuck_blocked,stuck_blocked_01_missing_dep_loop,verifier_pass,False
general-purpose,A,medium,2026-05-05T08:22:20.834182+00:00,True,verifier_exit,32.161942,5,True,5,/Users/grantwilkins/houdini/coding-estimator/runs/tb_live_v2/stuck_blocked_02_ambiguous_path__armA__126864e6/ledger.jsonl,claude-opus-4-7,,stuck_blocked_02_ambiguous_path__armA__126864e6,tb_live_v2,2026-05-05T08:21:48.672240+00:00,stuck_blocked,stuck_blocked_02_ambiguous_path,verifier_pass,False
general-purpose,B,medium,2026-05-05T08:22:12.372964+00:00,True,verifier_exit,30.594958,5,True,7,/Users/grantwilkins/houdini/coding-estimator/runs/tb_live_v2/stuck_blocked_02_ambiguous_path__armB__d2b74181/ledger.jsonl,claude-sonnet-4-6,,stuck_blocked_02_ambiguous_path__armB__d2b74181,tb_live_v2,2026-05-05T08:21:41.778006+00:00,stuck_blocked,stuck_blocked_02_ambiguous_path,verifier_pass,False
general-purpose,C,medium,2026-05-05T08:22:25.713808+00:00,True,verifier_exit,40.878132,6,True,7,/Users/grantwilkins/houdini/coding-estimator/runs/tb_live_v2/stuck_blocked_02_ambiguous_path__armC__a536368b/ledger.jsonl,claude-haiku-4-5,,stuck_blocked_02_ambiguous_path__armC__a536368b,tb_live_v2,2026-05-05T08:21:44.835676+00:00,stuck_blocked,stuck_blocked_02_ambiguous_path,verifier_pass,False
general-purpose,A,medium,2026-05-05T08:34:49+00:00,True,verifier_exit,28.0,5,True,5,/Users/grantwilkins/houdini/coding-estimator/runs/tb_live_v2/stuck_blocked_03_perm_denied_chmod__armA__c821c739/ledger.jsonl,claude-opus-4-7,,stuck_blocked_03_perm_denied_chmod__armA__c821c739,tb_live_v2,2026-05-05T08:34:21+00:00,stuck_blocked,stuck_blocked_03_perm_denied_chmod,verifier_pass,False
general-purpose,B,medium,2026-05-05T08:34:44.405967+00:00,True,verifier_exit,23.825398,5,True,3,/Users/grantwilkins/houdini/coding-estimator/runs/tb_live_v2/stuck_blocked_03_perm_denied_chmod__armB__84c542d3/ledger.jsonl,claude-sonnet-4-6,,stuck_blocked_03_perm_denied_chmod__armB__84c542d3,tb_live_v2,2026-05-05T08:34:20.580569+00:00,stuck_blocked,stuck_blocked_03_perm_denied_chmod,verifier_pass,False
general-purpose,C,medium,2026-05-05T08:34:45.062330+00:00,True,verifier_exit,24.78712,6,True,3,/Users/grantwilkins/houdini/coding-estimator/runs/tb_live_v2/stuck_blocked_03_perm_denied_chmod__armC__54ef8bb8/ledger.jsonl,claude-haiku-4-5,,stuck_blocked_03_perm_denied_chmod__armC__54ef8bb8,tb_live_v2,2026-05-05T08:34:20.275210+00:00,stuck_blocked,stuck_blocked_03_perm_denied_chmod,verifier_pass,False
general-purpose,A,medium,2026-05-05T16:31:53.240716+00:00,True,verifier_exit,43.816027,6,True,5,/Users/grantwilkins/houdini/coding-estimator/runs/tb_live_v2/stuck_blocked_04_module_not_found_pythonpath__armA__ca44079b/ledger.jsonl,claude-opus-4-7,,stuck_blocked_04_module_not_found_pythonpath__armA__ca44079b,tb_live_v2,2026-05-05T16:31:09.424689+00:00,stuck_blocked,stuck_blocked_04_module_not_found_pythonpath,verifier_pass,False
general-purpose,B,medium,2026-05-05T16:31:52.170190+00:00,True,verifier_exit,43.351137,6,True,7,/Users/grantwilkins/houdini/coding-estimator/runs/tb_live_v2/stuck_blocked_04_module_not_found_pythonpath__armB__56e9a217/ledger.jsonl,claude-sonnet-4-6,,stuck_blocked_04_module_not_found_pythonpath__armB__56e9a217,tb_live_v2,2026-05-05T16:31:08.819053+00:00,stuck_blocked,stuck_blocked_04_module_not_found_pythonpath,verifier_pass,False
general-purpose,C,medium,2026-05-05T16:31:50.972596+00:00,True,verifier_exit,45.644805,10,True,11,/Users/grantwilkins/houdini/coding-estimator/runs/tb_live_v2/stuck_blocked_04_module_not_found_pythonpath__armC__7824b1d7/ledger.jsonl,claude-haiku-4-5,,stuck_blocked_04_module_not_found_pythonpath__armC__7824b1d7,tb_live_v2,2026-05-05T16:31:05.327791+00:00,stuck_blocked,stuck_blocked_04_module_not_found_pythonpath,verifier_pass,False
general-purpose,A,medium,2026-05-05T16:47:42+00:00,True,verifier_exit,23.70577,4,True,7,/Users/grantwilkins/houdini/coding-estimator/runs/tb_live_v2/stuck_blocked_05_make_target_typo__armA__00a9053b/ledger.jsonl,claude-opus-4-7,,stuck_blocked_05_make_target_typo__armA__00a9053b,tb_live_v2,2026-05-05T16:47:18.294230+00:00,stuck_blocked,stuck_blocked_05_make_target_typo,verifier_pass,False
general-purpose,B,medium,2026-05-05T16:47:35.207413+00:00,True,verifier_exit,18.314235,3,True,7,/Users/grantwilkins/houdini/coding-estimator/runs/tb_live_v2/stuck_blocked_05_make_target_typo__armB__f294fda5/ledger.jsonl,claude-sonnet-4-6,,stuck_blocked_05_make_target_typo__armB__f294fda5,tb_live_v2,2026-05-05T16:47:16.893178+00:00,stuck_blocked,stuck_blocked_05_make_target_typo,verifier_pass,False
general-purpose,C,medium,2026-05-05T16:47:34.928673+00:00,True,verifier_exit,21.50946,4,True,7,/Users/grantwilkins/houdini/coding-estimator/runs/tb_live_v2/stuck_blocked_05_make_target_typo__armC__07e61130/ledger.jsonl,claude-haiku-4-5,,stuck_blocked_05_make_target_typo__armC__07e61130,tb_live_v2,2026-05-05T16:47:13.419213+00:00,stuck_blocked,stuck_blocked_05_make_target_typo,verifier_pass,False
general-purpose,A,medium,2026-05-05T08:10:43.206725+00:00,True,verifier_exit,44.038193,6,True,7,/Users/grantwilkins/houdini/coding-estimator/runs/tb_live_v2/validation_new_work_01_test_reveals_edge_case__armA__aceba53f/ledger.jsonl,claude-opus-4-7,,validation_new_work_01_test_reveals_edge_case__armA__aceba53f,tb_live_v2,2026-05-05T08:09:59.168532+00:00,validation_new_work,validation_new_work_01_test_reveals_edge_case,verifier_pass,False
general-purpose,A,medium,2026-05-05T16:48:53+00:00,True,verifier_exit,26.0,5,True,7,/Users/grantwilkins/houdini/coding-estimator/runs/tb_live_v2/validation_new_work_01_test_reveals_edge_case__armA__faee0581/ledger.jsonl,claude-opus-4-7,,validation_new_work_01_test_reveals_edge_case__armA__faee0581,tb_live_v2,2026-05-05T16:48:27+00:00,validation_new_work,validation_new_work_01_test_reveals_edge_case,verifier_pass,False
general-purpose,B,medium,2026-05-05T16:49:11.484820+00:00,False,verifier_exit,60.779955,8,True,7,/Users/grantwilkins/houdini/coding-estimator/runs/tb_live_v2/validation_new_work_01_test_reveals_edge_case__armB__034df633/ledger.jsonl,claude-sonnet-4-6,,validation_new_work_01_test_reveals_edge_case__armB__034df633,tb_live_v2,2026-05-05T16:48:10.704865+00:00,validation_new_work,validation_new_work_01_test_reveals_edge_case,verifier_fail,False
general-purpose,B,medium,2026-05-05T08:10:03.265691+00:00,False,verifier_exit,0.0,1,True,3,/Users/grantwilkins/houdini/coding-estimator/runs/tb_live_v2/validation_new_work_01_test_reveals_edge_case__armB__17a7f8df/ledger.jsonl,claude-sonnet-4-6,,validation_new_work_01_test_reveals_edge_case__armB__17a7f8df,tb_live_v2,2026-05-05T08:10:03.265691+00:00,validation_new_work,validation_new_work_01_test_reveals_edge_case,verifier_fail,False
general-purpose,C,medium,2026-05-05T16:49:10.943024+00:00,True,verifier_exit,58.898554,11,True,7,/Users/grantwilkins/houdini/coding-estimator/runs/tb_live_v2/validation_new_work_01_test_reveals_edge_case__armC__5847c15b/ledger.jsonl,claude-haiku-4-5,,validation_new_work_01_test_reveals_edge_case__armC__5847c15b,tb_live_v2,2026-05-05T16:48:12.044470+00:00,validation_new_work,validation_new_work_01_test_reveals_edge_case,verifier_pass,False
general-purpose,C,medium,2026-05-05T08:10:51.584697+00:00,False,verifier_exit,48.860526,5,True,7,/Users/grantwilkins/houdini/coding-estimator/runs/tb_live_v2/validation_new_work_01_test_reveals_edge_case__armC__642b2075/ledger.jsonl,claude-haiku-4-5,,validation_new_work_01_test_reveals_edge_case__armC__642b2075,tb_live_v2,2026-05-05T08:10:02.724171+00:00,validation_new_work,validation_new_work_01_test_reveals_edge_case,verifier_fail,False
general-purpose,A,medium,2026-05-05T08:34:57.790898+00:00,True,verifier_exit,24.930393,4,True,7,/Users/grantwilkins/houdini/coding-estimator/runs/tb_live_v2/validation_new_work_02_silent_io_format_drift__armA__9beb5f7b/ledger.jsonl,claude-opus-4-7,,validation_new_work_02_silent_io_format_drift__armA__9beb5f7b,tb_live_v2,2026-05-05T08:34:32.860505+00:00,validation_new_work,validation_new_work_02_silent_io_format_drift,verifier_pass,False
general-purpose,B,medium,2026-05-05T08:35:05+00:00,True,verifier_exit,31.103519,3,True,7,/Users/grantwilkins/houdini/coding-estimator/runs/tb_live_v2/validation_new_work_02_silent_io_format_drift__armB__2d21230b/ledger.jsonl,claude-sonnet-4-6,,validation_new_work_02_silent_io_format_drift__armB__2d21230b,tb_live_v2,2026-05-05T08:34:33.896481+00:00,validation_new_work,validation_new_work_02_silent_io_format_drift,verifier_pass,False
general-purpose,C,medium,2026-05-05T08:35:10.166805+00:00,True,verifier_exit,33.347551,7,True,7,/Users/grantwilkins/houdini/coding-estimator/runs/tb_live_v2/validation_new_work_02_silent_io_format_drift__armC__c8d6335f/ledger.jsonl,claude-haiku-4-5,,validation_new_work_02_silent_io_format_drift__armC__c8d6335f,tb_live_v2,2026-05-05T08:34:36.819254+00:00,validation_new_work,validation_new_work_02_silent_io_format_drift,verifier_pass,False
general-purpose,A,medium,2026-05-05T16:47:46.949147+00:00,False,verifier_exit,24.834767,4,True,7,/Users/grantwilkins/houdini/coding-estimator/runs/tb_live_v2/validation_new_work_03_unicode_normalization__armA__4891ecb9/ledger.jsonl,claude-opus-4-7,,validation_new_work_03_unicode_normalization__armA__4891ecb9,tb_live_v2,2026-05-05T16:47:22.114380+00:00,validation_new_work,validation_new_work_03_unicode_normalization,verifier_fail,False
general-purpose,B,medium,2026-05-05T16:47:42.635237+00:00,False,verifier_exit,20.100394,3,True,7,/Users/grantwilkins/houdini/coding-estimator/runs/tb_live_v2/validation_new_work_03_unicode_normalization__armB__c1f38e1e/ledger.jsonl,claude-sonnet-4-6,,validation_new_work_03_unicode_normalization__armB__c1f38e1e,tb_live_v2,2026-05-05T16:47:22.534843+00:00,validation_new_work,validation_new_work_03_unicode_normalization,verifier_fail,False
general-purpose,C,medium,2026-05-05T16:48:09.698071+00:00,True,verifier_exit,44.733921,10,True,7,/Users/grantwilkins/houdini/coding-estimator/runs/tb_live_v2/validation_new_work_03_unicode_normalization__armC__564bb3c1/ledger.jsonl,claude-haiku-4-5,,validation_new_work_03_unicode_normalization__armC__564bb3c1,tb_live_v2,2026-05-05T16:47:24.964150+00:00,validation_new_work,validation_new_work_03_unicode_normalization,verifier_pass,False
general-purpose,A,hard,2026-05-05T16:31:59+00:00,True,verifier_exit,45.0,5,True,7,/Users/grantwilkins/houdini/coding-estimator/runs/tb_live_v2/validation_new_work_04_tz_offset_in_log__armA__d2ff8994/ledger.jsonl,claude-opus-4-7,,validation_new_work_04_tz_offset_in_log__armA__d2ff8994,tb_live_v2,2026-05-05T16:31:14+00:00,validation_new_work,validation_new_work_04_tz_offset_in_log,verifier_pass,False
general-purpose,B,hard,2026-05-05T16:31:44+00:00,True,verifier_exit,34.0,5,True,7,/Users/grantwilkins/houdini/coding-estimator/runs/tb_live_v2/validation_new_work_04_tz_offset_in_log__armB__fa3b66ad/ledger.jsonl,claude-sonnet-4-6,,validation_new_work_04_tz_offset_in_log__armB__fa3b66ad,tb_live_v2,2026-05-05T16:31:10+00:00,validation_new_work,validation_new_work_04_tz_offset_in_log,verifier_pass,False
general-purpose,C,hard,2026-05-05T16:32:17.922792+00:00,True,verifier_exit,59.670394,10,True,7,/Users/grantwilkins/houdini/coding-estimator/runs/tb_live_v2/validation_new_work_04_tz_offset_in_log__armC__c4758717/ledger.jsonl,claude-haiku-4-5,,validation_new_work_04_tz_offset_in_log__armC__c4758717,tb_live_v2,2026-05-05T16:31:18.252398+00:00,validation_new_work,validation_new_work_04_tz_offset_in_log,verifier_pass,False
general-purpose,A,medium,2026-05-05T16:49:15+00:00,True,verifier_exit,57.687041,7,True,7,/Users/grantwilkins/houdini/coding-estimator/runs/tb_live_v2/validation_new_work_05_quoted_field_in_tsv__armA__047ccbd8/ledger.jsonl,claude-opus-4-7,,validation_new_work_05_quoted_field_in_tsv__armA__047ccbd8,tb_live_v2,2026-05-05T16:48:17.312959+00:00,validation_new_work,validation_new_work_05_quoted_field_in_tsv,verifier_pass,False
general-purpose,A,medium,2026-05-05T08:22:31.396329+00:00,True,verifier_exit,41.950383,5,True,7,/Users/grantwilkins/houdini/coding-estimator/runs/tb_live_v2/validation_new_work_05_quoted_field_in_tsv__armA__2fa2b079/ledger.jsonl,claude-opus-4-7,,validation_new_work_05_quoted_field_in_tsv__armA__2fa2b079,tb_live_v2,2026-05-05T08:21:49.445946+00:00,validation_new_work,validation_new_work_05_quoted_field_in_tsv,verifier_pass,False
general-purpose,B,medium,2026-05-05T08:22:22.850350+00:00,False,verifier_exit,28.661638,4,True,7,/Users/grantwilkins/houdini/coding-estimator/runs/tb_live_v2/validation_new_work_05_quoted_field_in_tsv__armB__82ae8468/ledger.jsonl,claude-sonnet-4-6,,validation_new_work_05_quoted_field_in_tsv__armB__82ae8468,tb_live_v2,2026-05-05T08:21:54.188712+00:00,validation_new_work,validation_new_work_05_quoted_field_in_tsv,verifier_fail,False
general-purpose,B,medium,2026-05-05T16:48:48.173829+00:00,False,verifier_exit,30.351409,4,True,7,/Users/grantwilkins/houdini/coding-estimator/runs/tb_live_v2/validation_new_work_05_quoted_field_in_tsv__armB__87f7ab5e/ledger.jsonl,claude-sonnet-4-6,,validation_new_work_05_quoted_field_in_tsv__armB__87f7ab5e,tb_live_v2,2026-05-05T16:48:17.822420+00:00,validation_new_work,validation_new_work_05_quoted_field_in_tsv,verifier_fail,False
general-purpose,C,medium,2026-05-05T08:22:53.380720+00:00,False,verifier_exit,52.639272,9,True,7,/Users/grantwilkins/houdini/coding-estimator/runs/tb_live_v2/validation_new_work_05_quoted_field_in_tsv__armC__09b20117/ledger.jsonl,claude-haiku-4-5,,validation_new_work_05_quoted_field_in_tsv__armC__09b20117,tb_live_v2,2026-05-05T08:22:00.741448+00:00,validation_new_work,validation_new_work_05_quoted_field_in_tsv,verifier_fail,False
general-purpose,C,medium,2026-05-05T16:49:32.448774+00:00,False,verifier_exit,72.721538,10,True,7,/Users/grantwilkins/houdini/coding-estimator/runs/tb_live_v2/validation_new_work_05_quoted_field_in_tsv__armC__3393383d/ledger.jsonl,claude-haiku-4-5,,validation_new_work_05_quoted_field_in_tsv__armC__3393383d,tb_live_v2,2026-05-05T16:48:19.727236+00:00,validation_new_work,validation_new_work_05_quoted_field_in_tsv,verifier_fail,False
