trace_key,source,exit_status,first_stuck_step,total_turns,stuck_progress,continued_turns
swe-agent:020862:getsentry__responses-530,swe-agent,submitted (exit_context),28,83,0.3373493975903614,55
swe-agent:020872:getsentry__responses-530,swe-agent,submitted (exit_context),46,71,0.647887323943662,25
swe-agent:020876:getsentry__responses-530,swe-agent,submitted,30,45,0.6666666666666666,15
swe-agent:020894:getsentry__responses-564,swe-agent,submitted (exit_context),60,77,0.7792207792207793,17
swe-agent:020906:getsentry__responses-564,swe-agent,submitted (exit_context),26,213,0.12206572769953052,187
swe-agent:020920:inhumantsar__python-ec2-reaper-16,swe-agent,submitted (exit_context),36,67,0.5373134328358209,31
swe-agent:020932:inhumantsar__python-ec2-reaper-16,swe-agent,exit_context,18,59,0.3050847457627119,41
swe-agent:020933:inhumantsar__python-ec2-reaper-16,swe-agent,submitted,16,25,0.64,9
swe-agent:020935:inhumantsar__python-ec2-reaper-16,swe-agent,submitted (exit_context),56,67,0.835820895522388,11
swe-agent:020944:inhumantsar__python-ec2-reaper-16,swe-agent,exit_context,26,77,0.33766233766233766,51
swe-agent:020956:inhumantsar__python-ec2-reaper-16,swe-agent,submitted (exit_context),40,77,0.5194805194805194,37
swe-agent:020971:inhumantsar__python-ec2-reaper-16,swe-agent,exit_context,30,81,0.37037037037037035,51
swe-agent:020976:iterative__dvc-4031,swe-agent,submitted (exit_context),46,317,0.14511041009463724,271
swe-agent:020977:iterative__dvc-4031,swe-agent,submitted,76,93,0.8172043010752689,17
swe-agent:020979:iterative__dvc-4031,swe-agent,early_exit,20,101,0.19801980198019803,81
swe-agent:020984:iterative__dvc-4031,swe-agent,early_exit,20,151,0.13245033112582782,131
swe-agent:020985:iterative__dvc-4031,swe-agent,submitted (exit_context),76,79,0.9620253164556962,3
swe-agent:020997:iterative__dvc-4196,swe-agent,submitted (exit_context),48,127,0.3779527559055118,79
swe-agent:021002:iterative__dvc-4196,swe-agent,submitted,40,51,0.7843137254901961,11
swe-agent:021006:iterative__dvc-5265,swe-agent,exit_context,62,147,0.4217687074829932,85
swe-agent:021009:iterative__dvc-5265,swe-agent,submitted (exit_context),40,49,0.8163265306122449,9
swe-agent:021012:iterative__dvc-5265,swe-agent,submitted (exit_context),22,47,0.46808510638297873,25
swe-agent:021015:iterative__dvc-5265,swe-agent,submitted (exit_context),26,79,0.3291139240506329,53
swe-agent:021016:iterative__dvc-5265,swe-agent,submitted (exit_context),58,99,0.5858585858585859,41
swe-agent:021021:iterative__dvc-8177,swe-agent,exit_context,76,227,0.33480176211453744,151
swe-agent:021022:iterative__dvc-8177,swe-agent,submitted (exit_context),18,353,0.05099150141643059,335
swe-agent:021034:iterative__dvc-8177,swe-agent,exit_context,14,655,0.021374045801526718,641
swe-agent:021038:jdkandersson__OpenAlchemy-130,swe-agent,exit_context,42,111,0.3783783783783784,69
swe-agent:021044:jdkandersson__OpenAlchemy-130,swe-agent,submitted,10,33,0.30303030303030304,23
swe-agent:021045:jdkandersson__OpenAlchemy-130,swe-agent,submitted (exit_context),12,59,0.2033898305084746,47
swe-agent:021046:jdkandersson__OpenAlchemy-130,swe-agent,exit_context,34,95,0.35789473684210527,61
swe-agent:021053:joke2k__faker-764,swe-agent,submitted (exit_context),34,237,0.14345991561181434,203
swe-agent:021064:jupyterhub__ltiauthenticator-48,swe-agent,submitted (exit_context),16,61,0.26229508196721313,45
swe-agent:021067:jupyterhub__ltiauthenticator-48,swe-agent,submitted,22,27,0.8148148148148148,5
swe-agent:021076:just-work__fffw-68,swe-agent,submitted,36,93,0.3870967741935484,57
swe-agent:021079:just-work__fffw-68,swe-agent,submitted (exit_context),34,57,0.5964912280701754,23
swe-agent:021081:just-work__fffw-68,swe-agent,submitted (exit_context),28,109,0.25688073394495414,81
swe-agent:021191:omry__omegaconf-57,swe-agent,submitted,26,55,0.4727272727272727,29
swe-agent:021230:omry__omegaconf-57,swe-agent,submitted,30,83,0.3614457831325301,53
swe-agent:021232:petl-developers__petl-408,swe-agent,submitted (exit_context),24,55,0.43636363636363634,31
swe-agent:021233:petl-developers__petl-408,swe-agent,submitted (exit_context),14,67,0.208955223880597,53
swe-agent:021240:petl-developers__petl-408,swe-agent,submitted,14,61,0.22950819672131148,47
swe-agent:021247:petl-developers__petl-408,swe-agent,submitted (exit_context),18,35,0.5142857142857142,17
swe-agent:021277:pybel__pybel-385,swe-agent,exit_context,26,43,0.6046511627906976,17
swe-agent:021278:pybel__pybel-385,swe-agent,submitted (exit_context),26,67,0.3880597014925373,41
swe-agent:021280:pybel__pybel-385,swe-agent,submitted (exit_context),30,99,0.30303030303030304,69
swe-agent:021289:pybel__pybel-385,swe-agent,submitted (exit_context),32,377,0.08488063660477453,345
swe-agent:021292:pybel__pybel-385,swe-agent,submitted (exit_context),66,67,0.9850746268656716,1
swe-agent:021293:pybel__pybel-385,swe-agent,submitted,20,23,0.8695652173913043,3
swe-agent:021301:pybel__pybel-385,swe-agent,exit_context,18,63,0.2857142857142857,45
swe-agent:021307:pybel__pybel-385,swe-agent,submitted,28,39,0.717948717948718,11
swe-agent:021309:pybel__pybel-385,swe-agent,submitted,16,19,0.8421052631578947,3
swe-agent:021321:pybel__pybel-385,swe-agent,submitted,24,35,0.6857142857142857,11
swe-agent:021323:pybel__pybel-385,swe-agent,exit_context,34,55,0.6181818181818182,21
swe-agent:021324:pybel__pybel-385,swe-agent,exit_context,14,47,0.2978723404255319,33
swe-agent:021331:pybel__pybel-385,swe-agent,submitted (exit_context),38,59,0.6440677966101694,21
swe-agent:021339:pydantic__pydantic-2221,swe-agent,submitted (exit_context),62,77,0.8051948051948052,15
swe-agent:021349:pydantic__pydantic-2221,swe-agent,early_exit,12,21,0.5714285714285714,9
swe-agent:021352:pydantic__pydantic-2221,swe-agent,submitted,20,35,0.5714285714285714,15
swe-agent:021353:pydantic__pydantic-2238,swe-agent,submitted (exit_context),30,57,0.5263157894736842,27
swe-agent:021357:pydantic__pydantic-2238,swe-agent,submitted (exit_context),30,95,0.3157894736842105,65
swe-agent:021358:pydantic__pydantic-2238,swe-agent,submitted (exit_context),106,135,0.7851851851851852,29
swe-agent:021364:pydantic__pydantic-2238,swe-agent,submitted (exit_context),26,49,0.5306122448979592,23
swe-agent:021367:pydantic__pydantic-2238,swe-agent,submitted (exit_context),14,79,0.17721518987341772,65
swe-agent:021369:pydantic__pydantic-2238,swe-agent,submitted (exit_context),34,79,0.43037974683544306,45
swe-agent:021396:pydantic__pydantic-2238,swe-agent,submitted (exit_context),28,109,0.25688073394495414,81
swe-agent:021405:pydantic__pydantic-2238,swe-agent,submitted (exit_context),16,93,0.17204301075268819,77
swe-agent:021406:pydantic__pydantic-2238,swe-agent,submitted (exit_context),38,49,0.7755102040816326,11
swe-agent:021410:pydantic__pydantic-2238,swe-agent,submitted (exit_context),34,57,0.5964912280701754,23
swe-agent:021412:pydantic__pydantic-2238,swe-agent,submitted (exit_context),50,113,0.4424778761061947,63
swe-agent:021416:pydantic__pydantic-2238,swe-agent,submitted,58,73,0.7945205479452054,15
swe-agent:021423:pydantic__pydantic-3403,swe-agent,submitted,18,23,0.782608695652174,5
swe-agent:021430:pydantic__pydantic-3403,swe-agent,submitted (exit_context),42,113,0.37168141592920356,71
swe-agent:021435:pydantic__pydantic-5126,swe-agent,submitted (exit_context),28,59,0.4745762711864407,31
swe-agent:021437:pydantic__pydantic-5126,swe-agent,submitted (exit_context),24,75,0.32,51
swe-agent:021439:pydantic__pydantic-5126,swe-agent,submitted (exit_context),26,67,0.3880597014925373,41
swe-agent:021441:pydantic__pydantic-5126,swe-agent,submitted (exit_context),32,67,0.47761194029850745,35
swe-agent:021450:pydantic__pydantic-5126,swe-agent,submitted (exit_context),24,83,0.2891566265060241,59
swe-agent:021451:pydantic__pydantic-5126,swe-agent,submitted (exit_context),26,69,0.37681159420289856,43
swe-agent:021453:pydantic__pydantic-5126,swe-agent,submitted (exit_context),38,71,0.5352112676056338,33
swe-agent:021454:pydantic__pydantic-5126,swe-agent,submitted,42,53,0.7924528301886793,11
swe-agent:021457:pydantic__pydantic-5126,swe-agent,submitted (exit_context),58,89,0.651685393258427,31
swe-agent:021464:pydantic__pydantic-5126,swe-agent,submitted (exit_context),26,151,0.17218543046357615,125
swe-agent:021475:pydantic__pydantic-5126,swe-agent,submitted (exit_context),38,69,0.5507246376811594,31
swe-agent:021476:pydantic__pydantic-5126,swe-agent,submitted (exit_context),28,59,0.4745762711864407,31
swe-agent:021479:pydantic__pydantic-824,swe-agent,submitted (exit_context),34,43,0.7906976744186046,9
swe-agent:021481:pydantic__pydantic-824,swe-agent,exit_context,22,23,0.9565217391304348,1
swe-agent:021485:pydantic__pydantic-824,swe-agent,exit_context,12,51,0.23529411764705882,39
swe-agent:021489:pydantic__pydantic-824,swe-agent,submitted (exit_context),32,83,0.3855421686746988,51
swe-agent:021490:pydantic__pydantic-824,swe-agent,exit_context,22,39,0.5641025641025641,17
swe-agent:021491:pydantic__pydantic-824,swe-agent,exit_context,30,43,0.6976744186046512,13
swe-agent:021492:pydantic__pydantic-824,swe-agent,exit_context,24,49,0.4897959183673469,25
swe-agent:021497:rust-lang__homu-124,swe-agent,submitted (exit_context),46,283,0.1625441696113074,237
swe-agent:021499:rust-lang__homu-124,swe-agent,submitted,36,49,0.7346938775510204,13
swe-agent:021502:rust-lang__homu-124,swe-agent,submitted,16,39,0.41025641025641024,23
swe-agent:021513:spacetelescope__jwst-8106,swe-agent,submitted (exit_context),40,41,0.975609756097561,1
swe-agent:021514:spacetelescope__jwst-8106,swe-agent,submitted (exit_context),36,41,0.8780487804878049,5
swe-agent:021517:sphinx-gallery__sphinx-gallery-573,swe-agent,exit_context,44,79,0.5569620253164557,35
swe-agent:021548:spiral-project__ihatemoney-1193,swe-agent,early_exit,32,169,0.1893491124260355,137
swe-agent:021551:spiral-project__ihatemoney-1193,swe-agent,exit_context,84,87,0.9655172413793104,3
swe-agent:021560:spiral-project__ihatemoney-1193,swe-agent,exit_context,46,61,0.7540983606557377,15
swe-agent:021606:tobymao__sqlglot-2576,swe-agent,submitted (exit_context),38,41,0.926829268292683,3
swe-agent:021613:tobymao__sqlglot-2576,swe-agent,submitted (exit_context),38,101,0.37623762376237624,63
swe-agent:021630:tobymao__sqlglot-2576,swe-agent,submitted (exit_context),66,69,0.9565217391304348,3
swe-agent:021640:tobymao__sqlglot-2576,swe-agent,submitted (exit_context),58,61,0.9508196721311475,3
swe-agent:021690:SAP__python-pyodata-149,swe-agent,submitted (exit_context),10,35,0.2857142857142857,25
swe-agent:021692:SAP__python-pyodata-149,swe-agent,submitted (exit_context),16,97,0.16494845360824742,81
swe-agent:021699:SAP__python-pyodata-149,swe-agent,submitted (exit_context),82,115,0.7130434782608696,33
swe-agent:021702:SAP__python-pyodata-149,swe-agent,submitted (exit_format),50,75,0.6666666666666666,25
swe-agent:021711:ShawHahnLab__igseq-37,swe-agent,submitted (exit_context),38,75,0.5066666666666667,37
swe-agent:021719:Textualize__textual-2580,swe-agent,submitted (exit_context),38,65,0.5846153846153846,27
swe-agent:021721:Textualize__textual-2580,swe-agent,exit_context,22,97,0.2268041237113402,75
swe-agent:021724:Textualize__textual-2580,swe-agent,submitted (exit_context),36,61,0.5901639344262295,25
swe-agent:021725:Textualize__textual-2580,swe-agent,submitted (exit_context),40,69,0.5797101449275363,29
swe-agent:021728:Textualize__textual-2580,swe-agent,exit_context,20,83,0.24096385542168675,63
swe-agent:021729:Textualize__textual-2580,swe-agent,submitted (exit_context),18,133,0.13533834586466165,115
swe-agent:021734:Textualize__textual-2580,swe-agent,submitted (exit_context),48,65,0.7384615384615385,17
swe-agent:021735:Textualize__textual-2580,swe-agent,exit_context,46,573,0.08027923211169284,527
swe-agent:021737:Textualize__textual-2580,swe-agent,submitted (exit_context),46,139,0.33093525179856115,93
swe-agent:021738:Textualize__textual-2580,swe-agent,submitted (exit_context),26,85,0.3058823529411765,59
swe-agent:021742:Textualize__textual-2580,swe-agent,submitted (exit_context),26,113,0.23008849557522124,87
swe-agent:021747:Textualize__textual-2580,swe-agent,exit_context,24,87,0.27586206896551724,63
swe-agent:021749:Textualize__textual-2580,swe-agent,submitted (exit_context),22,55,0.4,33
swe-agent:021750:Textualize__textual-2580,swe-agent,exit_context,28,51,0.5490196078431373,23
swe-agent:021751:Textualize__textual-2580,swe-agent,exit_context,24,105,0.22857142857142856,81
swe-agent:021752:Textualize__textual-2580,swe-agent,submitted,18,31,0.5806451612903226,13
swe-agent:021753:Textualize__textual-2580,swe-agent,submitted,26,27,0.9629629629629629,1
swe-agent:021756:Textualize__textual-2580,swe-agent,exit_context,22,101,0.21782178217821782,79
swe-agent:021759:Textualize__textual-2580,swe-agent,submitted (exit_context),26,109,0.23853211009174313,83
swe-agent:021768:Textualize__textual-2580,swe-agent,submitted (exit_context),50,65,0.7692307692307693,15
swe-agent:021769:Textualize__textual-2580,swe-agent,exit_context,18,85,0.21176470588235294,67
swe-agent:021770:Textualize__textual-2580,swe-agent,submitted (exit_context),30,71,0.4225352112676056,41
swe-agent:021773:Textualize__textual-2580,swe-agent,submitted (exit_context),28,79,0.35443037974683544,51
swe-agent:021774:Textualize__textual-2580,swe-agent,submitted (exit_context),48,83,0.5783132530120482,35
swe-agent:021775:Textualize__textual-2580,swe-agent,submitted (exit_context),24,119,0.20168067226890757,95
swe-agent:021783:Textualize__textual-2580,swe-agent,submitted (exit_context),40,89,0.449438202247191,49
swe-agent:021784:Textualize__textual-2580,swe-agent,exit_context,24,65,0.36923076923076925,41
swe-agent:021790:Textualize__textual-2580,swe-agent,exit_context,16,95,0.16842105263157894,79
swe-agent:021793:Textualize__textual-2580,swe-agent,submitted (exit_context),24,89,0.2696629213483146,65
swe-agent:021794:Textualize__textual-2580,swe-agent,exit_context,18,71,0.2535211267605634,53
swe-agent:021797:Textualize__textual-2580,swe-agent,submitted (exit_context),50,119,0.42016806722689076,69
swe-agent:021804:asottile__pyupgrade-611,swe-agent,exit_context,46,53,0.8679245283018868,7
swe-agent:021809:asottile__pyupgrade-611,swe-agent,submitted,14,27,0.5185185185185185,13
swe-agent:021813:asottile__pyupgrade-611,swe-agent,submitted,26,39,0.6666666666666666,13
swe-agent:021816:cdent__gabbi-186,swe-agent,submitted,26,39,0.6666666666666666,13
swe-agent:021838:cdent__gabbi-186,swe-agent,submitted (exit_context),60,69,0.8695652173913043,9
swe-agent:021847:cdent__gabbi-186,swe-agent,submitted,24,35,0.6857142857142857,11
swe-agent:021857:cdent__gabbi-186,swe-agent,submitted (exit_context),54,89,0.6067415730337079,35
swe-agent:021860:cekit__cekit-532,swe-agent,exit_context,16,87,0.1839080459770115,71
swe-agent:021864:cekit__cekit-532,swe-agent,submitted,10,21,0.47619047619047616,11
swe-agent:021865:cekit__cekit-532,swe-agent,submitted,38,49,0.7755102040816326,11
swe-agent:021874:cekit__cekit-532,swe-agent,submitted (exit_context),26,67,0.3880597014925373,41
swe-agent:021876:cekit__cekit-532,swe-agent,exit_context,20,33,0.6060606060606061,13
swe-agent:021877:cekit__cekit-532,swe-agent,exit_context,24,55,0.43636363636363634,31
swe-agent:021879:cekit__cekit-532,swe-agent,submitted,22,47,0.46808510638297873,25
swe-agent:021886:cekit__cekit-532,swe-agent,exit_context,62,89,0.6966292134831461,27
swe-agent:021887:cekit__cekit-532,swe-agent,submitted (exit_context),26,79,0.3291139240506329,53
swe-agent:021888:cekit__cekit-532,swe-agent,submitted (exit_context),46,61,0.7540983606557377,15
swe-agent:021891:cekit__cekit-532,swe-agent,submitted (exit_context),28,89,0.3146067415730337,61
swe-agent:021892:cekit__cekit-532,swe-agent,submitted (exit_context),50,73,0.684931506849315,23
swe-agent:021894:cekit__cekit-532,swe-agent,submitted (exit_context),40,51,0.7843137254901961,11
swe-agent:021895:cekit__cekit-532,swe-agent,submitted,32,35,0.9142857142857143,3
swe-agent:021900:cekit__cekit-532,swe-agent,exit_context,10,43,0.23255813953488372,33
swe-agent:021902:cekit__cekit-532,swe-agent,exit_context,34,97,0.35051546391752575,63
swe-agent:021903:cekit__cekit-532,swe-agent,submitted (exit_context),40,81,0.49382716049382713,41
swe-agent:021906:cekit__cekit-532,swe-agent,exit_context,16,33,0.48484848484848486,17
swe-agent:021914:cthoyt__class-resolver-30,swe-agent,submitted,14,43,0.32558139534883723,29
swe-agent:021936:dlce-eva__python-nexus-27,swe-agent,submitted (exit_context),26,85,0.3058823529411765,59
swe-agent:021941:dlce-eva__python-nexus-27,swe-agent,submitted (exit_context),44,415,0.10602409638554217,371
swe-agent:021944:dlce-eva__python-nexus-27,swe-agent,submitted (exit_context),32,117,0.27350427350427353,85
swe-agent:021946:dlce-eva__python-nexus-27,swe-agent,submitted (exit_context),20,115,0.17391304347826086,95
swe-agent:021951:dlce-eva__python-nexus-27,swe-agent,submitted (exit_context),12,49,0.24489795918367346,37
swe-agent:021974:dlce-eva__python-nexus-27,swe-agent,submitted (exit_context),54,105,0.5142857142857142,51
swe-agent:021990:dlce-eva__python-nexus-27,swe-agent,submitted (exit_context),24,57,0.42105263157894735,33
swe-agent:021991:dlce-eva__python-nexus-27,swe-agent,submitted (exit_context),80,129,0.6201550387596899,49
swe-agent:022002:dlce-eva__python-nexus-27,swe-agent,submitted (exit_context),36,39,0.9230769230769231,3
swe-agent:022010:dlce-eva__python-nexus-27,swe-agent,submitted (exit_context),44,71,0.6197183098591549,27
swe-agent:022013:dlce-eva__python-nexus-27,swe-agent,submitted (exit_context),38,129,0.29457364341085274,91
swe-agent:022017:dlce-eva__python-nexus-27,swe-agent,submitted (exit_context),32,95,0.3368421052631579,63
swe-agent:022021:dlce-eva__python-nexus-27,swe-agent,submitted (exit_context),30,53,0.5660377358490566,23
swe-agent:022031:emsig__emg3d-325,swe-agent,submitted,28,35,0.8,7
swe-agent:022033:emsig__emg3d-325,swe-agent,submitted (exit_context),30,55,0.5454545454545454,25
swe-agent:022034:emsig__emg3d-325,swe-agent,submitted (exit_context),34,55,0.6181818181818182,21
swe-agent:022052:emsig__emg3d-325,swe-agent,early_exit,38,47,0.8085106382978723,9
swe-agent:022073:emsig__emg3d-325,swe-agent,submitted (exit_context),42,67,0.6268656716417911,25
swe-agent:022082:influxdata__influxdb-client-python-502,swe-agent,submitted (exit_context),32,151,0.2119205298013245,119
swe-agent:022097:iterative__dvc-2068,swe-agent,exit_context,58,109,0.5321100917431193,51
swe-agent:022109:iterative__dvc-2068,swe-agent,exit_context,38,117,0.3247863247863248,79
swe-agent:022110:iterative__dvc-2068,swe-agent,submitted (exit_context),52,71,0.7323943661971831,19
swe-agent:022112:iterative__dvc-4435,swe-agent,submitted,38,47,0.8085106382978723,9
swe-agent:022119:iterative__dvc-4435,swe-agent,submitted (exit_context),54,95,0.5684210526315789,41
swe-agent:022120:iterative__dvc-4435,swe-agent,submitted (exit_context),32,73,0.4383561643835616,41
swe-agent:022122:iterative__dvc-4435,swe-agent,submitted (exit_context),28,79,0.35443037974683544,51
swe-agent:022125:iterative__dvc-4435,swe-agent,submitted,68,77,0.8831168831168831,9
swe-agent:022161:iterative__dvc-6519,swe-agent,submitted (exit_context),514,517,0.9941972920696325,3
swe-agent:022163:iterative__dvc-6519,swe-agent,submitted (exit_context),50,359,0.1392757660167131,309
swe-agent:022167:iterative__dvc-6519,swe-agent,submitted (exit_context),28,49,0.5714285714285714,21
swe-agent:022176:iterative__dvc-6519,swe-agent,exit_context,20,95,0.21052631578947367,75
swe-agent:022180:iterative__dvc-6519,swe-agent,exit_context,18,155,0.11612903225806452,137
swe-agent:022186:iterative__dvc-6519,swe-agent,submitted (exit_context),18,85,0.21176470588235294,67
swe-agent:022196:iterative__dvc-6519,swe-agent,submitted (exit_context),50,109,0.45871559633027525,59
swe-agent:022199:iterative__dvc-6519,swe-agent,early_exit,18,257,0.07003891050583658,239
swe-agent:022202:iterative__dvc-6519,swe-agent,early_exit,16,93,0.17204301075268819,77
swe-agent:022208:iterative__dvc-8587,swe-agent,early_exit,26,369,0.07046070460704607,343
swe-agent:022210:iterative__dvc-8587,swe-agent,submitted,72,85,0.8470588235294118,13
swe-agent:022212:iterative__dvc-8587,swe-agent,early_exit,36,331,0.10876132930513595,295
swe-agent:022216:iterative__dvc-8587,swe-agent,submitted,48,113,0.4247787610619469,65
swe-agent:022220:iterative__dvc-8587,swe-agent,submitted (exit_context),108,131,0.8244274809160306,23
swe-agent:022233:jupyterhub__kubespawner-105,swe-agent,exit_context,16,55,0.2909090909090909,39
swe-agent:022237:jupyterhub__kubespawner-105,swe-agent,submitted,22,33,0.6666666666666666,11
swe-agent:022248:jupyterhub__nativeauthenticator-49,swe-agent,submitted,44,73,0.6027397260273972,29
swe-agent:022253:magmax__python-inquirer-526,swe-agent,submitted (exit_context),68,119,0.5714285714285714,51
swe-agent:022272:marshmallow-code__webargs-541,swe-agent,submitted (exit_context),38,65,0.5846153846153846,27
swe-agent:022277:marshmallow-code__webargs-541,swe-agent,submitted,16,39,0.41025641025641024,23
swe-agent:022289:marshmallow-code__webargs-541,swe-agent,submitted,18,21,0.8571428571428571,3
swe-agent:022349:maxfischer2781__asyncstdlib-49,swe-agent,exit_context,10,447,0.02237136465324385,437
swe-agent:022356:mdolab__baseclasses-54,swe-agent,submitted (exit_context),66,71,0.9295774647887324,5
swe-agent:022359:mdolab__baseclasses-54,swe-agent,submitted (exit_context),42,61,0.6885245901639344,19
swe-agent:022402:ofek__bit-32,swe-agent,exit_context,38,63,0.6031746031746031,25
swe-agent:022403:ofek__bit-32,swe-agent,submitted (exit_context),12,77,0.15584415584415584,65
swe-agent:022409:ofek__bit-32,swe-agent,exit_context,30,55,0.5454545454545454,25
swe-agent:022415:ofek__bit-32,swe-agent,submitted (exit_context),20,23,0.8695652173913043,3
swe-agent:022428:ofek__bit-32,swe-agent,submitted (exit_context),42,65,0.6461538461538462,23
swe-agent:022433:ofek__bit-32,swe-agent,early_exit,50,55,0.9090909090909091,5
swe-agent:022455:projectmesa__mesa-1343,swe-agent,submitted (exit_context),26,61,0.4262295081967213,35
swe-agent:022459:pybel__pybel-384,swe-agent,submitted (exit_context),62,121,0.512396694214876,59
swe-agent:022463:pybel__pybel-384,swe-agent,submitted (exit_context),44,87,0.5057471264367817,43
swe-agent:022464:pybel__pybel-384,swe-agent,submitted (exit_context),24,49,0.4897959183673469,25
swe-agent:022468:pybel__pybel-384,swe-agent,submitted (exit_context),34,75,0.4533333333333333,41
swe-agent:022490:pydantic__pydantic-2294,swe-agent,submitted (exit_context),28,129,0.21705426356589147,101
swe-agent:022503:pydantic__pydantic-2294,swe-agent,submitted (exit_context),48,149,0.3221476510067114,101
swe-agent:022515:pydantic__pydantic-2294,swe-agent,submitted (exit_context),30,69,0.43478260869565216,39
swe-agent:022517:pydantic__pydantic-2421,swe-agent,submitted (exit_context),50,63,0.7936507936507936,13
swe-agent:022518:pydantic__pydantic-2421,swe-agent,submitted (exit_context),66,141,0.46808510638297873,75
swe-agent:022522:pydantic__pydantic-2421,swe-agent,submitted (exit_context),26,89,0.29213483146067415,63
swe-agent:022527:pydantic__pydantic-2421,swe-agent,submitted (exit_context),26,77,0.33766233766233766,51
swe-agent:022530:pydantic__pydantic-2421,swe-agent,submitted (exit_context),20,69,0.2898550724637681,49
swe-agent:022534:pydantic__pydantic-2711,swe-agent,submitted,16,23,0.6956521739130435,7
swe-agent:022545:pydantic__pydantic-2711,swe-agent,submitted (exit_context),28,75,0.37333333333333335,47
swe-agent:022547:pydantic__pydantic-2711,swe-agent,submitted (exit_context),20,79,0.25316455696202533,59
swe-agent:022549:pydantic__pydantic-2711,swe-agent,submitted (exit_context),16,81,0.19753086419753085,65
swe-agent:022568:pydantic__pydantic-2711,swe-agent,submitted,24,55,0.43636363636363634,31
swe-agent:022578:pydantic__pydantic-2711,swe-agent,submitted (exit_context),22,87,0.25287356321839083,65
swe-agent:022580:pydantic__pydantic-2761,swe-agent,submitted (exit_context),46,71,0.647887323943662,25
swe-agent:022581:pydantic__pydantic-2761,swe-agent,submitted (exit_context),50,167,0.2994011976047904,117
swe-agent:022583:pydantic__pydantic-2761,swe-agent,submitted (exit_context),40,111,0.36036036036036034,71
swe-agent:022588:pydantic__pydantic-2761,swe-agent,submitted (exit_context),26,127,0.2047244094488189,101
swe-agent:022591:pydantic__pydantic-2761,swe-agent,submitted,10,61,0.16393442622950818,51
swe-agent:022594:pydantic__pydantic-2761,swe-agent,submitted (exit_context),28,149,0.18791946308724833,121
swe-agent:022632:pylint-dev__astroid-1196,swe-agent,submitted (exit_context),32,67,0.47761194029850745,35
swe-agent:022638:repobee__repobee-235,swe-agent,exit_context,26,77,0.33766233766233766,51
swe-agent:022640:repobee__repobee-235,swe-agent,exit_context,20,81,0.24691358024691357,61
swe-agent:022648:repobee__repobee-235,swe-agent,exit_context,18,53,0.33962264150943394,35
swe-agent:022717:spdx__tools-python-778,swe-agent,submitted,100,137,0.7299270072992701,37
swe-agent:022755:sqlfluff__sqlfluff-2998,swe-agent,submitted,22,41,0.5365853658536586,19
swe-agent:022782:sqlfluff__sqlfluff-3608,swe-agent,submitted (exit_context),34,55,0.6181818181818182,21
swe-agent:022789:steemit__hivemind-180,swe-agent,submitted,64,75,0.8533333333333334,11
swe-agent:022794:steemit__hivemind-180,swe-agent,exit_context,40,65,0.6153846153846154,25
swe-agent:022838:twisted__pydoctor-491,swe-agent,submitted (exit_context),56,95,0.5894736842105263,39
swe-agent:022844:unit8co__darts-1435,swe-agent,submitted (exit_context),56,85,0.6588235294117647,29
swe-agent:022848:unit8co__darts-1435,swe-agent,early_exit,40,43,0.9302325581395349,3
swe-agent:022853:xlab-si__xopera-opera-52,swe-agent,exit_context,16,71,0.22535211267605634,55
swe-agent:022863:xonsh__xonsh-3772,swe-agent,submitted (exit_context),48,235,0.20425531914893616,187
swe-agent:022870:xonsh__xonsh-3772,swe-agent,submitted (exit_context),12,107,0.11214953271028037,95
swe-agent:022878:xonsh__xonsh-3772,swe-agent,submitted (exit_context),74,187,0.39572192513368987,113
swe-agent:022940:M3t0r__tpl-12,swe-agent,submitted (exit_context),32,71,0.4507042253521127,39
swe-agent:022944:M3t0r__tpl-12,swe-agent,submitted,16,39,0.41025641025641024,23
swe-agent:022957:PEtab-dev__libpetab-python-152,swe-agent,submitted,32,55,0.5818181818181818,23
swe-agent:022966:PEtab-dev__libpetab-python-152,swe-agent,submitted (exit_context),38,175,0.21714285714285714,137
swe-agent:023012:Parquery__pyicontract-lint-35,swe-agent,submitted (exit_context),52,59,0.8813559322033898,7
swe-agent:023015:Parquery__pyicontract-lint-35,swe-agent,exit_context,48,121,0.39669421487603307,73
swe-agent:023030:Parquery__pyicontract-lint-35,swe-agent,submitted (exit_context),56,149,0.37583892617449666,93
swe-agent:023048:Parquery__pyicontract-lint-35,swe-agent,submitted (exit_context),42,55,0.7636363636363637,13
swe-agent:023073:Scille__umongo-330,swe-agent,submitted (exit_context),36,65,0.5538461538461539,29
swe-agent:023098:Textualize__textual-2692,swe-agent,submitted (exit_context),88,89,0.9887640449438202,1
swe-agent:023105:Wortmeister-HQ__zahlwort2num-6,swe-agent,submitted (exit_context),44,93,0.4731182795698925,49
swe-agent:023107:Wortmeister-HQ__zahlwort2num-6,swe-agent,submitted (exit_context),60,91,0.6593406593406593,31
swe-agent:023112:aio-libs__aioftp-113,swe-agent,submitted (exit_context),44,49,0.8979591836734694,5
swe-agent:023120:aio-libs__aioftp-113,swe-agent,submitted (exit_context),42,71,0.5915492957746479,29
swe-agent:023125:aio-libs__aioftp-113,swe-agent,exit_context,18,65,0.27692307692307694,47
swe-agent:023136:aio-libs__aioftp-113,swe-agent,submitted (exit_context),46,59,0.7796610169491526,13
swe-agent:023139:aio-libs__aioftp-113,swe-agent,submitted,14,37,0.3783783783783784,23
