run_id,run_dir,run_status,final_success,eligible_for_l_gate,agent_workspace_retained,run_validation_passed,leakage_passed,leakage_hit_count,row_usable_for_claims,clean_repo_bytes,clean_repo_bytes_provenance,initial_workspace_bytes,initial_workspace_bytes_provenance,final_workspace_bytes,final_workspace_bytes_provenance,unchanged_initial_bytes,unchanged_initial_bytes_provenance,modified_file_bytes,modified_file_bytes_provenance,new_file_bytes,new_file_bytes_provenance,deleted_file_bytes,deleted_file_bytes_provenance,final_diff_bytes,final_diff_bytes_provenance,touched_file_bytes,touched_file_bytes_provenance,read_file_bytes,read_file_bytes_provenance,tool_output_bytes,tool_output_bytes_provenance,test_log_bytes,test_log_bytes_provenance,build_artifact_bytes,build_artifact_bytes_provenance,dependency_cache_bytes,dependency_cache_bytes_provenance,retrieved_document_bytes,retrieved_document_bytes_provenance,workspace_total_bytes,workspace_total_bytes_provenance,hidden_or_protected_bytes,hidden_or_protected_bytes_provenance,skipped_symlink_count,setup_command_count,lockfile_count,final_diff_semantics
blind-maze-explorer-algorithm__gpt54,runs/terminal_bench_real_pilot_gpt54_vs_mini/blind-maze-explorer-algorithm__gpt54,quarantined_leakage,,False,True,,False,16,False,0,missing,0,missing,13467,measured,0,missing_without_initial_workspace_manifest,0,missing,0,missing,0,missing_without_initial_workspace_manifest,0,missing,0,missing,10064,trace_derived,11246,lower_bound_transcript_snippet_bytes,0,missing,0,measured,0,measured,0,measured,13467,measured,10302,measured,0,0,0,patch_file_bytes_not_touched_file_payload
classifier-debug__gpt54,runs/terminal_bench_real_pilot_gpt54_vs_mini/classifier-debug__gpt54,environment_setup_failure,,False,True,,True,0,True,0,missing,0,missing,11004,measured,0,missing_without_initial_workspace_manifest,0,missing,0,missing,0,missing_without_initial_workspace_manifest,0,missing,0,missing,0,missing,0,missing,0,missing,0,measured,0,measured,0,measured,11004,measured,0,measured,0,0,0,patch_file_bytes_not_touched_file_payload
classifier-debug__gpt54mini,runs/terminal_bench_real_pilot_gpt54_vs_mini/classifier-debug__gpt54mini,environment_setup_failure,,False,True,,True,0,True,0,missing,0,missing,11004,measured,0,missing_without_initial_workspace_manifest,0,missing,0,missing,0,missing_without_initial_workspace_manifest,0,missing,0,missing,0,missing,0,missing,0,missing,0,measured,0,measured,0,measured,11004,measured,0,measured,0,0,0,patch_file_bytes_not_touched_file_payload
adaptive-rejection-sampler__gpt54,runs/terminal_bench_real_pilot_gpt54_vs_mini_v2/adaptive-rejection-sampler__gpt54,environment_setup_failure,,False,True,,True,0,True,0,missing,0,missing,8135,measured,0,missing_without_initial_workspace_manifest,0,missing,0,missing,0,missing_without_initial_workspace_manifest,0,missing,0,missing,0,missing,0,missing,0,missing,0,measured,0,measured,0,measured,8135,measured,0,measured,0,0,0,patch_file_bytes_not_touched_file_payload
adaptive-rejection-sampler__gpt54mini,runs/terminal_bench_real_pilot_gpt54_vs_mini_v2/adaptive-rejection-sampler__gpt54mini,environment_setup_failure,,False,True,,True,0,True,0,missing,0,missing,8135,measured,0,missing_without_initial_workspace_manifest,0,missing,0,missing,0,missing_without_initial_workspace_manifest,0,missing,0,missing,0,missing,0,missing,0,missing,0,measured,0,measured,0,measured,8135,measured,0,measured,0,0,0,patch_file_bytes_not_touched_file_payload
aimo-airline-departures__gpt54,runs/terminal_bench_real_pilot_gpt54_vs_mini_v2/aimo-airline-departures__gpt54,artifact_incomplete,,False,True,,True,0,True,0,missing,0,missing,767,measured,0,missing_without_initial_workspace_manifest,0,missing,0,missing,0,missing_without_initial_workspace_manifest,0,missing,0,missing,0,missing,0,missing,0,missing,0,measured,0,measured,0,measured,767,measured,0,measured,0,0,0,patch_file_bytes_not_touched_file_payload
aimo-airline-departures__gpt54mini,runs/terminal_bench_real_pilot_gpt54_vs_mini_v2/aimo-airline-departures__gpt54mini,artifact_incomplete,,False,True,,True,0,True,0,missing,0,missing,767,measured,0,missing_without_initial_workspace_manifest,0,missing,0,missing,0,missing_without_initial_workspace_manifest,0,missing,0,missing,0,missing,0,missing,0,missing,0,measured,0,measured,0,measured,767,measured,0,measured,0,0,0,patch_file_bytes_not_touched_file_payload
attention-mil__gpt54,runs/terminal_bench_real_pilot_gpt54_vs_mini_v2/attention-mil__gpt54,artifact_incomplete,,False,True,,True,0,True,0,missing,0,missing,6895,measured,0,missing_without_initial_workspace_manifest,0,missing,0,missing,0,missing_without_initial_workspace_manifest,0,missing,0,missing,0,missing,0,missing,0,missing,0,measured,0,measured,0,measured,6895,measured,0,measured,0,0,0,patch_file_bytes_not_touched_file_payload
attention-mil__gpt54mini,runs/terminal_bench_real_pilot_gpt54_vs_mini_v2/attention-mil__gpt54mini,artifact_incomplete,,False,True,,True,0,True,0,missing,0,missing,6895,measured,0,missing_without_initial_workspace_manifest,0,missing,0,missing,0,missing_without_initial_workspace_manifest,0,missing,0,missing,0,missing,0,missing,0,missing,0,measured,0,measured,0,measured,6895,measured,0,measured,0,0,0,patch_file_bytes_not_touched_file_payload
blind-maze-explorer-algorithm__gpt54,runs/terminal_bench_real_pilot_gpt54_vs_mini_v2/blind-maze-explorer-algorithm__gpt54,artifact_incomplete,,False,True,,True,0,True,0,missing,0,missing,3040,measured,0,missing_without_initial_workspace_manifest,0,missing,0,missing,0,missing_without_initial_workspace_manifest,0,missing,0,missing,0,missing,0,missing,0,missing,0,measured,0,measured,0,measured,3040,measured,0,measured,0,0,0,patch_file_bytes_not_touched_file_payload
blind-maze-explorer-algorithm__gpt54mini,runs/terminal_bench_real_pilot_gpt54_vs_mini_v2/blind-maze-explorer-algorithm__gpt54mini,artifact_incomplete,,False,True,,True,0,True,0,missing,0,missing,3040,measured,0,missing_without_initial_workspace_manifest,0,missing,0,missing,0,missing_without_initial_workspace_manifest,0,missing,0,missing,0,missing,0,missing,0,missing,0,measured,0,measured,0,measured,3040,measured,0,measured,0,0,0,patch_file_bytes_not_touched_file_payload
broken-python__gpt54,runs/terminal_bench_real_pilot_gpt54_vs_mini_v2/broken-python__gpt54,artifact_incomplete,,False,True,,True,0,True,0,missing,0,missing,117,measured,0,missing_without_initial_workspace_manifest,0,missing,0,missing,0,missing_without_initial_workspace_manifest,0,missing,0,missing,0,missing,0,missing,0,missing,0,measured,0,measured,0,measured,117,measured,0,measured,0,0,0,patch_file_bytes_not_touched_file_payload
broken-python__gpt54mini,runs/terminal_bench_real_pilot_gpt54_vs_mini_v2/broken-python__gpt54mini,artifact_incomplete,,False,True,,True,0,True,0,missing,0,missing,117,measured,0,missing_without_initial_workspace_manifest,0,missing,0,missing,0,missing_without_initial_workspace_manifest,0,missing,0,missing,0,missing,0,missing,0,missing,0,measured,0,measured,0,measured,117,measured,0,measured,0,0,0,patch_file_bytes_not_touched_file_payload
classifier-debug__gpt54,runs/terminal_bench_real_pilot_gpt54_vs_mini_v2/classifier-debug__gpt54,environment_setup_failure,,False,True,,True,0,True,0,missing,0,missing,11004,measured,0,missing_without_initial_workspace_manifest,0,missing,0,missing,0,missing_without_initial_workspace_manifest,0,missing,0,missing,0,missing,0,missing,0,missing,0,measured,0,measured,0,measured,11004,measured,0,measured,0,0,0,patch_file_bytes_not_touched_file_payload
classifier-debug__gpt54mini,runs/terminal_bench_real_pilot_gpt54_vs_mini_v2/classifier-debug__gpt54mini,environment_setup_failure,,False,True,,True,0,True,0,missing,0,missing,11004,measured,0,missing_without_initial_workspace_manifest,0,missing,0,missing,0,missing_without_initial_workspace_manifest,0,missing,0,missing,0,missing,0,missing,0,missing,0,measured,0,measured,0,measured,11004,measured,0,measured,0,0,0,patch_file_bytes_not_touched_file_payload
count-dataset-tokens__gpt54,runs/terminal_bench_real_pilot_gpt54_vs_mini_v2/count-dataset-tokens__gpt54,artifact_incomplete,,False,True,,True,0,True,0,missing,0,missing,380,measured,0,missing_without_initial_workspace_manifest,0,missing,0,missing,0,missing_without_initial_workspace_manifest,0,missing,0,missing,0,missing,0,missing,0,missing,0,measured,0,measured,0,measured,380,measured,0,measured,0,0,0,patch_file_bytes_not_touched_file_payload
count-dataset-tokens__gpt54mini,runs/terminal_bench_real_pilot_gpt54_vs_mini_v2/count-dataset-tokens__gpt54mini,artifact_incomplete,,False,True,,True,0,True,0,missing,0,missing,380,measured,0,missing_without_initial_workspace_manifest,0,missing,0,missing,0,missing_without_initial_workspace_manifest,0,missing,0,missing,0,missing,0,missing,0,missing,0,measured,0,measured,0,measured,380,measured,0,measured,0,0,0,patch_file_bytes_not_touched_file_payload
csv-to-parquet__gpt54,runs/terminal_bench_real_pilot_gpt54_vs_mini_v2/csv-to-parquet__gpt54,artifact_incomplete,,False,True,,True,0,True,0,missing,0,missing,237,measured,0,missing_without_initial_workspace_manifest,0,missing,0,missing,0,missing_without_initial_workspace_manifest,0,missing,0,missing,0,missing,0,missing,0,missing,0,measured,0,measured,101,measured,237,measured,0,measured,0,0,0,patch_file_bytes_not_touched_file_payload
csv-to-parquet__gpt54mini,runs/terminal_bench_real_pilot_gpt54_vs_mini_v2/csv-to-parquet__gpt54mini,artifact_incomplete,,False,True,,True,0,True,0,missing,0,missing,237,measured,0,missing_without_initial_workspace_manifest,0,missing,0,missing,0,missing_without_initial_workspace_manifest,0,missing,0,missing,0,missing,0,missing,0,missing,0,measured,0,measured,101,measured,237,measured,0,measured,0,0,0,patch_file_bytes_not_touched_file_payload
extract-safely__gpt54,runs/terminal_bench_real_pilot_gpt54_vs_mini_v2/extract-safely__gpt54,artifact_incomplete,,False,True,,True,0,True,0,missing,0,missing,113,measured,0,missing_without_initial_workspace_manifest,0,missing,0,missing,0,missing_without_initial_workspace_manifest,0,missing,0,missing,0,missing,0,missing,0,missing,0,measured,0,measured,0,measured,113,measured,0,measured,0,0,0,patch_file_bytes_not_touched_file_payload
extract-safely__gpt54mini,runs/terminal_bench_real_pilot_gpt54_vs_mini_v2/extract-safely__gpt54mini,artifact_incomplete,,False,True,,True,0,True,0,missing,0,missing,113,measured,0,missing_without_initial_workspace_manifest,0,missing,0,missing,0,missing_without_initial_workspace_manifest,0,missing,0,missing,0,missing,0,missing,0,missing,0,measured,0,measured,0,measured,113,measured,0,measured,0,0,0,patch_file_bytes_not_touched_file_payload
fix-permissions__gpt54,runs/terminal_bench_real_pilot_gpt54_vs_mini_v2/fix-permissions__gpt54,artifact_incomplete,,False,True,,True,0,True,0,missing,0,missing,198,measured,0,missing_without_initial_workspace_manifest,0,missing,0,missing,0,missing_without_initial_workspace_manifest,0,missing,0,missing,0,missing,0,missing,0,missing,0,measured,0,measured,0,measured,198,measured,0,measured,0,0,0,patch_file_bytes_not_touched_file_payload
fix-permissions__gpt54mini,runs/terminal_bench_real_pilot_gpt54_vs_mini_v2/fix-permissions__gpt54mini,artifact_incomplete,,False,True,,True,0,True,0,missing,0,missing,198,measured,0,missing_without_initial_workspace_manifest,0,missing,0,missing,0,missing_without_initial_workspace_manifest,0,missing,0,missing,0,missing,0,missing,0,missing,0,measured,0,measured,0,measured,198,measured,0,measured,0,0,0,patch_file_bytes_not_touched_file_payload
grid-pattern-transform__gpt54,runs/terminal_bench_real_pilot_gpt54_vs_mini_v2/grid-pattern-transform__gpt54,artifact_incomplete,,False,True,,True,0,True,0,missing,0,missing,1063,measured,0,missing_without_initial_workspace_manifest,0,missing,0,missing,0,missing_without_initial_workspace_manifest,0,missing,0,missing,0,missing,0,missing,0,missing,0,measured,0,measured,0,measured,1063,measured,0,measured,0,0,0,patch_file_bytes_not_touched_file_payload
grid-pattern-transform__gpt54mini,runs/terminal_bench_real_pilot_gpt54_vs_mini_v2/grid-pattern-transform__gpt54mini,artifact_incomplete,,False,True,,True,0,True,0,missing,0,missing,1063,measured,0,missing_without_initial_workspace_manifest,0,missing,0,missing,0,missing_without_initial_workspace_manifest,0,missing,0,missing,0,missing,0,missing,0,missing,0,measured,0,measured,0,measured,1063,measured,0,measured,0,0,0,patch_file_bytes_not_touched_file_payload
nginx-request-logging__gpt54,runs/terminal_bench_real_pilot_gpt54_vs_mini_v2/nginx-request-logging__gpt54,environment_setup_failure,,False,True,,True,0,True,0,missing,0,missing,1738,measured,0,missing_without_initial_workspace_manifest,0,missing,0,missing,0,missing_without_initial_workspace_manifest,0,missing,0,missing,0,missing,0,missing,0,missing,0,measured,0,measured,0,measured,1738,measured,0,measured,0,0,0,patch_file_bytes_not_touched_file_payload
nginx-request-logging__gpt54mini,runs/terminal_bench_real_pilot_gpt54_vs_mini_v2/nginx-request-logging__gpt54mini,environment_setup_failure,,False,True,,True,0,True,0,missing,0,missing,1738,measured,0,missing_without_initial_workspace_manifest,0,missing,0,missing,0,missing_without_initial_workspace_manifest,0,missing,0,missing,0,missing,0,missing,0,missing,0,measured,0,measured,0,measured,1738,measured,0,measured,0,0,0,patch_file_bytes_not_touched_file_payload
adaptive-rejection-sampler__gpt54,runs/terminal_bench_real_pilot_gpt54_vs_mini_v3/adaptive-rejection-sampler__gpt54,environment_setup_failure,,False,True,,True,0,True,0,missing,0,missing,8135,measured,0,missing_without_initial_workspace_manifest,0,missing,0,missing,0,missing_without_initial_workspace_manifest,0,missing,0,missing,0,missing,0,missing,0,missing,0,measured,0,measured,0,measured,8135,measured,0,measured,0,0,0,patch_file_bytes_not_touched_file_payload
adaptive-rejection-sampler__gpt54mini,runs/terminal_bench_real_pilot_gpt54_vs_mini_v3/adaptive-rejection-sampler__gpt54mini,environment_setup_failure,,False,True,,True,0,True,0,missing,0,missing,8135,measured,0,missing_without_initial_workspace_manifest,0,missing,0,missing,0,missing_without_initial_workspace_manifest,0,missing,0,missing,0,missing,0,missing,0,missing,0,measured,0,measured,0,measured,8135,measured,0,measured,0,0,0,patch_file_bytes_not_touched_file_payload
aimo-airline-departures__gpt54,runs/terminal_bench_real_pilot_gpt54_vs_mini_v3/aimo-airline-departures__gpt54,artifact_incomplete,,False,True,,True,0,True,0,missing,0,missing,767,measured,0,missing_without_initial_workspace_manifest,0,missing,0,missing,0,missing_without_initial_workspace_manifest,0,missing,0,missing,0,missing,0,missing,0,missing,0,measured,0,measured,0,measured,767,measured,0,measured,0,0,0,patch_file_bytes_not_touched_file_payload
aimo-airline-departures__gpt54mini,runs/terminal_bench_real_pilot_gpt54_vs_mini_v3/aimo-airline-departures__gpt54mini,artifact_incomplete,,False,True,,True,0,True,0,missing,0,missing,767,measured,0,missing_without_initial_workspace_manifest,0,missing,0,missing,0,missing_without_initial_workspace_manifest,0,missing,0,missing,0,missing,0,missing,0,missing,0,measured,0,measured,0,measured,767,measured,0,measured,0,0,0,patch_file_bytes_not_touched_file_payload
attention-mil__gpt54,runs/terminal_bench_real_pilot_gpt54_vs_mini_v3/attention-mil__gpt54,artifact_incomplete,,False,True,,True,0,True,0,missing,0,missing,6895,measured,0,missing_without_initial_workspace_manifest,0,missing,0,missing,0,missing_without_initial_workspace_manifest,0,missing,0,missing,0,missing,0,missing,0,missing,0,measured,0,measured,0,measured,6895,measured,0,measured,0,0,0,patch_file_bytes_not_touched_file_payload
attention-mil__gpt54mini,runs/terminal_bench_real_pilot_gpt54_vs_mini_v3/attention-mil__gpt54mini,artifact_incomplete,,False,True,,True,0,True,0,missing,0,missing,6895,measured,0,missing_without_initial_workspace_manifest,0,missing,0,missing,0,missing_without_initial_workspace_manifest,0,missing,0,missing,0,missing,0,missing,0,missing,0,measured,0,measured,0,measured,6895,measured,0,measured,0,0,0,patch_file_bytes_not_touched_file_payload
blind-maze-explorer-algorithm__gpt54,runs/terminal_bench_real_pilot_gpt54_vs_mini_v3/blind-maze-explorer-algorithm__gpt54,environment_setup_failure,,False,True,,True,0,True,0,missing,0,missing,3040,measured,0,missing_without_initial_workspace_manifest,0,missing,0,missing,0,missing_without_initial_workspace_manifest,0,missing,0,missing,0,missing,0,missing,0,missing,0,measured,0,measured,0,measured,3040,measured,0,measured,0,0,0,patch_file_bytes_not_touched_file_payload
blind-maze-explorer-algorithm__gpt54mini,runs/terminal_bench_real_pilot_gpt54_vs_mini_v3/blind-maze-explorer-algorithm__gpt54mini,environment_setup_failure,,False,True,,True,0,True,0,missing,0,missing,3040,measured,0,missing_without_initial_workspace_manifest,0,missing,0,missing,0,missing_without_initial_workspace_manifest,0,missing,0,missing,0,missing,0,missing,0,missing,0,measured,0,measured,0,measured,3040,measured,0,measured,0,0,0,patch_file_bytes_not_touched_file_payload
broken-python__gpt54,runs/terminal_bench_real_pilot_gpt54_vs_mini_v3/broken-python__gpt54,artifact_incomplete,,False,True,,True,0,True,0,missing,0,missing,117,measured,0,missing_without_initial_workspace_manifest,0,missing,0,missing,0,missing_without_initial_workspace_manifest,0,missing,0,missing,0,missing,0,missing,0,missing,0,measured,0,measured,0,measured,117,measured,0,measured,0,0,0,patch_file_bytes_not_touched_file_payload
broken-python__gpt54mini,runs/terminal_bench_real_pilot_gpt54_vs_mini_v3/broken-python__gpt54mini,artifact_incomplete,,False,True,,True,0,True,0,missing,0,missing,117,measured,0,missing_without_initial_workspace_manifest,0,missing,0,missing,0,missing_without_initial_workspace_manifest,0,missing,0,missing,0,missing,0,missing,0,missing,0,measured,0,measured,0,measured,117,measured,0,measured,0,0,0,patch_file_bytes_not_touched_file_payload
classifier-debug__gpt54,runs/terminal_bench_real_pilot_gpt54_vs_mini_v3/classifier-debug__gpt54,environment_setup_failure,,False,True,,True,0,True,0,missing,0,missing,11004,measured,0,missing_without_initial_workspace_manifest,0,missing,0,missing,0,missing_without_initial_workspace_manifest,0,missing,0,missing,0,missing,0,missing,0,missing,0,measured,0,measured,0,measured,11004,measured,0,measured,0,0,0,patch_file_bytes_not_touched_file_payload
classifier-debug__gpt54mini,runs/terminal_bench_real_pilot_gpt54_vs_mini_v3/classifier-debug__gpt54mini,environment_setup_failure,,False,True,,True,0,True,0,missing,0,missing,11004,measured,0,missing_without_initial_workspace_manifest,0,missing,0,missing,0,missing_without_initial_workspace_manifest,0,missing,0,missing,0,missing,0,missing,0,missing,0,measured,0,measured,0,measured,11004,measured,0,measured,0,0,0,patch_file_bytes_not_touched_file_payload
count-dataset-tokens__gpt54,runs/terminal_bench_real_pilot_gpt54_vs_mini_v3/count-dataset-tokens__gpt54,artifact_incomplete,,False,True,,True,0,True,0,missing,0,missing,380,measured,0,missing_without_initial_workspace_manifest,0,missing,0,missing,0,missing_without_initial_workspace_manifest,0,missing,0,missing,0,missing,0,missing,0,missing,0,measured,0,measured,0,measured,380,measured,0,measured,0,0,0,patch_file_bytes_not_touched_file_payload
count-dataset-tokens__gpt54mini,runs/terminal_bench_real_pilot_gpt54_vs_mini_v3/count-dataset-tokens__gpt54mini,artifact_incomplete,,False,True,,True,0,True,0,missing,0,missing,380,measured,0,missing_without_initial_workspace_manifest,0,missing,0,missing,0,missing_without_initial_workspace_manifest,0,missing,0,missing,0,missing,0,missing,0,missing,0,measured,0,measured,0,measured,380,measured,0,measured,0,0,0,patch_file_bytes_not_touched_file_payload
csv-to-parquet__gpt54,runs/terminal_bench_real_pilot_gpt54_vs_mini_v3/csv-to-parquet__gpt54,artifact_incomplete,,False,True,,True,0,True,0,missing,0,missing,237,measured,0,missing_without_initial_workspace_manifest,0,missing,0,missing,0,missing_without_initial_workspace_manifest,0,missing,0,missing,0,missing,0,missing,0,missing,0,measured,0,measured,101,measured,237,measured,0,measured,0,0,0,patch_file_bytes_not_touched_file_payload
csv-to-parquet__gpt54mini,runs/terminal_bench_real_pilot_gpt54_vs_mini_v3/csv-to-parquet__gpt54mini,artifact_incomplete,,False,True,,True,0,True,0,missing,0,missing,237,measured,0,missing_without_initial_workspace_manifest,0,missing,0,missing,0,missing_without_initial_workspace_manifest,0,missing,0,missing,0,missing,0,missing,0,missing,0,measured,0,measured,101,measured,237,measured,0,measured,0,0,0,patch_file_bytes_not_touched_file_payload
extract-safely__gpt54,runs/terminal_bench_real_pilot_gpt54_vs_mini_v3/extract-safely__gpt54,artifact_incomplete,,False,True,,True,0,True,0,missing,0,missing,113,measured,0,missing_without_initial_workspace_manifest,0,missing,0,missing,0,missing_without_initial_workspace_manifest,0,missing,0,missing,0,missing,0,missing,0,missing,0,measured,0,measured,0,measured,113,measured,0,measured,0,0,0,patch_file_bytes_not_touched_file_payload
extract-safely__gpt54mini,runs/terminal_bench_real_pilot_gpt54_vs_mini_v3/extract-safely__gpt54mini,artifact_incomplete,,False,True,,True,0,True,0,missing,0,missing,113,measured,0,missing_without_initial_workspace_manifest,0,missing,0,missing,0,missing_without_initial_workspace_manifest,0,missing,0,missing,0,missing,0,missing,0,missing,0,measured,0,measured,0,measured,113,measured,0,measured,0,0,0,patch_file_bytes_not_touched_file_payload
fix-permissions__gpt54,runs/terminal_bench_real_pilot_gpt54_vs_mini_v3/fix-permissions__gpt54,artifact_incomplete,,False,True,,True,0,True,0,missing,0,missing,198,measured,0,missing_without_initial_workspace_manifest,0,missing,0,missing,0,missing_without_initial_workspace_manifest,0,missing,0,missing,0,missing,0,missing,0,missing,0,measured,0,measured,0,measured,198,measured,0,measured,0,0,0,patch_file_bytes_not_touched_file_payload
fix-permissions__gpt54mini,runs/terminal_bench_real_pilot_gpt54_vs_mini_v3/fix-permissions__gpt54mini,artifact_incomplete,,False,True,,True,0,True,0,missing,0,missing,198,measured,0,missing_without_initial_workspace_manifest,0,missing,0,missing,0,missing_without_initial_workspace_manifest,0,missing,0,missing,0,missing,0,missing,0,missing,0,measured,0,measured,0,measured,198,measured,0,measured,0,0,0,patch_file_bytes_not_touched_file_payload
grid-pattern-transform__gpt54,runs/terminal_bench_real_pilot_gpt54_vs_mini_v3/grid-pattern-transform__gpt54,artifact_incomplete,,False,True,,True,0,True,0,missing,0,missing,1063,measured,0,missing_without_initial_workspace_manifest,0,missing,0,missing,0,missing_without_initial_workspace_manifest,0,missing,0,missing,0,missing,0,missing,0,missing,0,measured,0,measured,0,measured,1063,measured,0,measured,0,0,0,patch_file_bytes_not_touched_file_payload
grid-pattern-transform__gpt54mini,runs/terminal_bench_real_pilot_gpt54_vs_mini_v3/grid-pattern-transform__gpt54mini,artifact_incomplete,,False,True,,True,0,True,0,missing,0,missing,1063,measured,0,missing_without_initial_workspace_manifest,0,missing,0,missing,0,missing_without_initial_workspace_manifest,0,missing,0,missing,0,missing,0,missing,0,missing,0,measured,0,measured,0,measured,1063,measured,0,measured,0,0,0,patch_file_bytes_not_touched_file_payload
nginx-request-logging__gpt54,runs/terminal_bench_real_pilot_gpt54_vs_mini_v3/nginx-request-logging__gpt54,environment_setup_failure,,False,True,,True,0,True,0,missing,0,missing,1738,measured,0,missing_without_initial_workspace_manifest,0,missing,0,missing,0,missing_without_initial_workspace_manifest,0,missing,0,missing,0,missing,0,missing,0,missing,0,measured,0,measured,0,measured,1738,measured,0,measured,0,0,0,patch_file_bytes_not_touched_file_payload
nginx-request-logging__gpt54mini,runs/terminal_bench_real_pilot_gpt54_vs_mini_v3/nginx-request-logging__gpt54mini,environment_setup_failure,,False,True,,True,0,True,0,missing,0,missing,1738,measured,0,missing_without_initial_workspace_manifest,0,missing,0,missing,0,missing_without_initial_workspace_manifest,0,missing,0,missing,0,missing,0,missing,0,missing,0,measured,0,measured,0,measured,1738,measured,0,measured,0,0,0,patch_file_bytes_not_touched_file_payload
adaptive-rejection-sampler__gpt54,runs/terminal_bench_real_pilot_gpt54_vs_mini_v4/adaptive-rejection-sampler__gpt54,environment_setup_failure,,False,True,,True,0,True,0,missing,0,missing,8135,measured,0,missing_without_initial_workspace_manifest,0,missing,0,missing,0,missing_without_initial_workspace_manifest,0,missing,0,missing,0,missing,0,missing,0,missing,0,measured,0,measured,0,measured,8135,measured,0,measured,0,0,0,patch_file_bytes_not_touched_file_payload
adaptive-rejection-sampler__gpt54mini,runs/terminal_bench_real_pilot_gpt54_vs_mini_v4/adaptive-rejection-sampler__gpt54mini,environment_setup_failure,,False,True,,True,0,True,0,missing,0,missing,8135,measured,0,missing_without_initial_workspace_manifest,0,missing,0,missing,0,missing_without_initial_workspace_manifest,0,missing,0,missing,0,missing,0,missing,0,missing,0,measured,0,measured,0,measured,8135,measured,0,measured,0,0,0,patch_file_bytes_not_touched_file_payload
blind-maze-explorer-algorithm__gpt54,runs/terminal_bench_real_pilot_gpt54_vs_mini_v4/blind-maze-explorer-algorithm__gpt54,environment_setup_failure,,False,True,,True,0,True,0,missing,0,missing,3040,measured,0,missing_without_initial_workspace_manifest,0,missing,0,missing,0,missing_without_initial_workspace_manifest,0,missing,0,missing,0,missing,0,missing,0,missing,0,measured,0,measured,0,measured,3040,measured,0,measured,0,0,0,patch_file_bytes_not_touched_file_payload
blind-maze-explorer-algorithm__gpt54mini,runs/terminal_bench_real_pilot_gpt54_vs_mini_v4/blind-maze-explorer-algorithm__gpt54mini,environment_setup_failure,,False,True,,True,0,True,0,missing,0,missing,3040,measured,0,missing_without_initial_workspace_manifest,0,missing,0,missing,0,missing_without_initial_workspace_manifest,0,missing,0,missing,0,missing,0,missing,0,missing,0,measured,0,measured,0,measured,3040,measured,0,measured,0,0,0,patch_file_bytes_not_touched_file_payload
classifier-debug__gpt54,runs/terminal_bench_real_pilot_gpt54_vs_mini_v4/classifier-debug__gpt54,environment_setup_failure,,False,True,,True,0,True,0,missing,0,missing,11004,measured,0,missing_without_initial_workspace_manifest,0,missing,0,missing,0,missing_without_initial_workspace_manifest,0,missing,0,missing,0,missing,0,missing,0,missing,0,measured,0,measured,0,measured,11004,measured,0,measured,0,0,0,patch_file_bytes_not_touched_file_payload
classifier-debug__gpt54mini,runs/terminal_bench_real_pilot_gpt54_vs_mini_v4/classifier-debug__gpt54mini,environment_setup_failure,,False,True,,True,0,True,0,missing,0,missing,11004,measured,0,missing_without_initial_workspace_manifest,0,missing,0,missing,0,missing_without_initial_workspace_manifest,0,missing,0,missing,0,missing,0,missing,0,missing,0,measured,0,measured,0,measured,11004,measured,0,measured,0,0,0,patch_file_bytes_not_touched_file_payload
nginx-request-logging__gpt54,runs/terminal_bench_real_pilot_gpt54_vs_mini_v4/nginx-request-logging__gpt54,environment_setup_failure,,False,True,,True,0,True,0,missing,0,missing,1738,measured,0,missing_without_initial_workspace_manifest,0,missing,0,missing,0,missing_without_initial_workspace_manifest,0,missing,0,missing,0,missing,0,missing,0,missing,0,measured,0,measured,0,measured,1738,measured,0,measured,0,0,0,patch_file_bytes_not_touched_file_payload
nginx-request-logging__gpt54mini,runs/terminal_bench_real_pilot_gpt54_vs_mini_v4/nginx-request-logging__gpt54mini,environment_setup_failure,,False,True,,True,0,True,0,missing,0,missing,1738,measured,0,missing_without_initial_workspace_manifest,0,missing,0,missing,0,missing_without_initial_workspace_manifest,0,missing,0,missing,0,missing,0,missing,0,missing,0,measured,0,measured,0,measured,1738,measured,0,measured,0,0,0,patch_file_bytes_not_touched_file_payload
adaptive-rejection-sampler__gpt54,runs/terminal_bench_real_pilot_gpt54_vs_mini_v5/adaptive-rejection-sampler__gpt54,environment_setup_failure,,False,True,,True,0,True,0,missing,0,missing,8135,measured,0,missing_without_initial_workspace_manifest,0,missing,0,missing,0,missing_without_initial_workspace_manifest,0,missing,0,missing,0,missing,0,missing,0,missing,0,measured,0,measured,0,measured,8135,measured,0,measured,0,0,0,patch_file_bytes_not_touched_file_payload
adaptive-rejection-sampler__gpt54mini,runs/terminal_bench_real_pilot_gpt54_vs_mini_v5/adaptive-rejection-sampler__gpt54mini,environment_setup_failure,,False,True,,True,0,True,0,missing,0,missing,8135,measured,0,missing_without_initial_workspace_manifest,0,missing,0,missing,0,missing_without_initial_workspace_manifest,0,missing,0,missing,0,missing,0,missing,0,missing,0,measured,0,measured,0,measured,8135,measured,0,measured,0,0,0,patch_file_bytes_not_touched_file_payload
